Formula,Tc,Materials_family
V0.9735Cr0.0265,3.89,others
H0.63Nb0.87Pd0.17,3.89,others
Sn0.92Sb0.08,3.89,others
U6Fe1,3.88875,heavy-Fermion
Hg0.698Tl0.302,3.888,others
Ga0.04Sn0.96,3.887,others
Ba0.96K0.04Ti2Sb2O1,3.88,others
Bi0.045Sn0.955,3.88,others
Nb0.85V0.15N0.92,3.88,others
Pb0.2517In0.16Sn0.5883Te1,3.88,others
W0.054Zr0.946,3.88,others
Hg0.714Tl0.286,3.875,others
Re24Zr5,3.875,others
Y0.9Er0.1Pd2Sn1,3.87,others
Zr0.89Ru0.11,3.87,others
Pb0.24In0.2Sn0.56Te1,3.87,others
Bi0.019In0.981,3.86,others
Bi0.04Sn0.96,3.86,others
Y1C1.95,3.86,others
Hg5Tl2,3.86,others
Bi0.02Sn0.98,3.85,others
Bi0.4Pd0.6,3.85,others
Tc1C1,3.85,others
V0.95Cu0.05,3.85,others
Zr5Ga3,3.85,others
Sr1Ga0.74Si1.26,3.85,others
W0.8Tc0.2,3.85,others
W0.474C0.42O0.106,3.85,others
Y2C2Cl1Br1,3.85,others
Bi0.02In0.98,3.845,others
W2C1,3.835,others
La1Pt1Si1,3.833333,heavy-Fermion
Hg0.2Pb0.55Bi0.25Ba1O3,3.83,others
Dy1Ir1.6Rh2.4B4,3.83,heavy-Fermion
Nb1S0.899,3.83,others
Bi2Pd1,3.823333,others
La0.73Al0.27,3.82,others
W0.75Ir0.25,3.82,others
Lu5Ir4Si10,3.82,heavy-Fermion
V0.989Ni0.011,3.82,others
Pb0.696Ti2Sn0.464Se5.16,3.82,others
Th1Ir0.75Si1.25,3.82,heavy-Fermion
Ca1Rh0.05Fe0.95As1F1,3.81,iron-based
Hg0.5In0.5,3.81,others
Hg1In1,3.81,others
Nb3S4,3.81,others
Sn1O1,3.81,others
W0.66Os0.34,3.81,others
Pb0.42In0.16Sn0.42Te1,3.805,others
Re1Mo1C2,3.8,others
W1Re1C2,3.8,others
Yb2.75C60,3.8,others
Rh2Co0.02Cu0.98Si4,3.8,others
Ti0.85Co0.15,3.8,others
Th0.8Co0.2,3.8,heavy-Fermion
Ta1Cs0.33S2,3.8,others
Zr1Cu0.05Te3,3.8,others
Bi2Cu0.12Se3,3.8,others
Y1Ge2,3.8,others
Ta1K0.33S2,3.8,others
Lu1Co0.34Ni1.83B2C1,3.8,heavy-Fermion
Lu2Ir2.91Rh0.09Si5,3.8,heavy-Fermion
Tl0.65Pb0.35,3.8,others
Y0.7Er0.3Pd2Sn1,3.8,others
Re2Si1,3.8,others
Sn0.6Sb0.4,3.8,others
In0.2Sn0.8Se0.2Te0.8,3.8,others
Ta5B2Ge1,3.8,others
V3Ga0.1Sn0.9,3.8,others
Y2.5Dy2.5Os4Ge10,3.8,heavy-Fermion
La0.75Au0.15Cu0.1,3.795,heavy-Fermion
Rh2Cu1S4,3.794,others
Ta1Cu0.03S2,3.79,others
La0.99Eu0.01,3.79,others
Zr0.92Ru0.08,3.79,others
Zr0.79Co0.21,3.78,others
La1Bi1O0.5S1Se1F0.5,3.78,others
Bi3Sn1,3.77,others
La0.99Dy0.01,3.77,others
La0.98Nd0.02,3.77,others
Dy0.1Lu1.9Fe3Si5,3.77,heavy-Fermion
Pb1Mo6Se8,3.77,others
In0.075Sn0.925,3.766,others
Au1Pb2,3.76,others
Ir0.58Rh0.37Te2,3.76,others
La0.936Gd0.064Sn3,3.76,heavy-Fermion
La1H0.08Ni1As1O0.92,3.76,others
Nb0.48Rh0.52,3.76,others
Nb0.86Rh1.04,3.76,others
Zr0.72Ru0.28,3.76,others
V0.99Sb0.01,3.76,others
Sn0.96Sb0.04,3.76,others
Ta0.1Zr0.9,3.76,others
Sn1As1,3.755,others
Pb0.01Sn0.99,3.752,others
Rh0.04Ti0.91Cr0.05,3.75,others
Cu0.15In0.85,3.75,others
Ir1Li2Si3,3.75,others
Sn0.95Sb0.05,3.75,others
Bi1Pd1,3.746667,others
In0.035Sn0.93Sb0.035,3.743,others
Sn1,3.740729,others
La6Zn1Sb15,3.74,heavy-Fermion
Lu5Ir4C1Si9,3.74,others
Pd0.14Ti0.86,3.74,others
Nb1Se3,3.736667,others
Bi2Te3,3.7325,others
Ca1Al0.5Ga0.5Si1,3.73,others
Fe1S0.4Se0.6,3.73,iron-based
Hg0.9In0.1,3.73,others
Pt0.375Nb0.625,3.73,others
Pt3Nb5,3.73,others
Y0.75Tm0.25Pd2Sn1,3.73,others
Zr0.78Ru0.22,3.73,others
Th1Os1.4Ir0.6,3.73,heavy-Fermion
Ga0.01Sn0.99,3.726,others
Ga0.02Sn0.98,3.726,others
Bi0.015In0.985,3.725,others
Zn0.09Sn0.91,3.722,others
La0.92Lu0.08,3.72,others
Lu5Rh4Si10,3.72,heavy-Fermion
Mg1Fe0.05Ni2.95C1,3.72,others
Zr0.8Rh0.2,3.72,others
Ce1Bi1O0.4S2F0.6,3.71,others
Hf1P1.7S0.3,3.71,others
La0.99Nd0.01Pt1Si1,3.71,heavy-Fermion
La1Ru2,3.7032,heavy-Fermion
Re2B1,3.7,others
Ba4Ca4Si46,3.7,others
Bi2Pd3,3.7,others
Bi3Mo1,3.7,others
Bi4O4S2.91Se0.09,3.7,others
Ti3Cr1,3.7,others
Eu1Pt1Si3,3.7,heavy-Fermion
La0.995Gd0.005,3.7,others
La3Ge1,3.7,heavy-Fermion
Ho1Co0.04Ni1.98B2C1,3.7,heavy-Fermion
In0.315Sb0.685,3.7,others
La0.9Sr0.1Ni1As1O1,3.7,others
La1.85Sr0.15Cu0.979Al0.021O4,3.7,cuprate
La1Bi1O0.5S1.2Se0.8F0.5,3.7,others
Li0.4Mo1S2,3.7,others
Mo1.75Ru1.25B2,3.7,others
Mo5Ru1Se8,3.7,others
Na0.35H1.3Co1O3.3,3.7,others
Ta2Pb1Na0.3S5,3.7,others
Ta2Pb1.14Na0.4H3.6O1.8S5.14,3.7,others
Th0.75Ni0.25,3.7,heavy-Fermion
Rh0.04Pd0.05Ti0.91,3.7,others
Ta1S1Se1,3.7,others
Ta0.5V0.25Sn0.25,3.7,others
In0.2Sn0.8Se0.25Te0.75,3.7,others
In0.2Sn0.8Se0.1Te0.9,3.7,others
Ta2V1Sn1,3.7,others
Tl1Ni2Se2,3.7,others
Y0.91Th0.09C2,3.7,others
Y2C2Cl1.25Br0.75,3.7,others
Ta1Pb1Se2,3.695,others
Bi0.54Cd0.2Sn0.26,3.69,others
In0.012Sn0.988,3.69,others
Pb0.045In0.955,3.69,others
Pb0.05In0.95,3.685,others
Al0.152Sn0.848,3.6835,others
Tl0.75Pb2.25Ca1,3.68,others
Pb0.04In0.96,3.68,others
La1H0.17Ni1As1O0.83,3.68,others
La2.55Pr0.45Tl1,3.68,heavy-Fermion
Th1Ru2,3.68,heavy-Fermion
Bi2O0.9S2F0.1,3.675,others
Pb1In1,3.675,others
Pr1Bi1O0.5S2F0.5,3.6725,others
Ce0.4Nd0.6Bi1O0.3S2F0.7,3.67,others
Ti0.899Fe0.101,3.67,others
Mg0.18In0.82,3.67,others
Zr0.76Rh0.24,3.67,others
Sr1Ga0.75Si1.25,3.67,others
In0.004Sn0.992Sb0.004,3.669,others
V0.974Cr0.026,3.66,others
Y0.6Er0.4Pd2Sn1,3.66,others
Hf1Pd2Al1,3.66,others
Y0.2Ir0.8,3.66,others
Zr0.77Rh0.23,3.66,others
In0.046Sn0.954,3.655,others
Ag0.035Cd0.01Sn0.955,3.65,others
Cd0.18Sn0.72,3.65,others
Cd1Sn1,3.65,others
La0.96Sr0.04Fe1As1O1,3.65,iron-based
La1.9Sr0.1Cu0.975Ni0.025O4,3.65,cuprate
La1.9Sr0.1Cu0.97Ni0.03O4,3.65,cuprate
Y0.5Tm0.5Pd2Sn1,3.65,others
Zr0.925Rh0.0375,3.65,others
Zr0.741Ti0.039Ni0.22,3.65,others
In0.06Sn0.94,3.644,others
Sn0.989Sb0.011,3.642,others
La0.76Au0.24,3.64,others
Nb0.9B2,3.64,others
Tl0.75In0.25,3.64,others
Pb0.039In0.961,3.64,others
La1Ni1As1O0.94F0.06,3.64,others
Pb1Mo6S4Se5,3.64,others
W0.014Zr0.986,3.64,others
La0.99Ce0.01,3.63,others
In0.03Sn0.97,3.628,others
H0.87Pd1,3.625,others
In0.017Sn0.983,3.625,others
In0.05Sn0.95,3.625,others
Ti1Cu0.064Se2,3.62,others
Cr0.01Co1.99Cu1S4,3.62,others
Ta0.96H0.04,3.62,others
Ti0.63V0.27Al0.1,3.62,others
La0.95Ce0.05Ru2,3.616,heavy-Fermion
Mg0.034In0.966,3.61,others
Ta2C2S2,3.61,others
Th1Os1Ir1,3.61,heavy-Fermion
Au0.5Ge0.5,3.6,others
Hf0.2Nb1.8B5,3.6,others
Bi1K1,3.6,others
Ca0.2Mo1S2,3.6,others
Ce0.147Ru0.853,3.6,others
Ti0.967V0.022Cr0.011,3.6,others
Re1K0.3O3,3.6,others
La1Bi1O0.5S0.8Se1.2F0.5,3.6,others
La1Sn2,3.6,heavy-Fermion
La3Ni1,3.6,heavy-Fermion
Lu2Ir3Si4Ge1,3.6,heavy-Fermion
Lu3Os4Ge13,3.6,heavy-Fermion
Ir1Mo2B2,3.6,others
Pb0.352In0.12Sn0.528Te1,3.6,others
Pb0.58Ti2Sn0.58Se5.16,3.6,others
W1Rb0.1O2.9F0.1,3.6,others
Zr0.973Rh0.027,3.6,others
Ru0.55Rh0.45P1,3.6,others
Yb1Sn3,3.6,heavy-Fermion
Y2Fe1C4,3.6,others
Zr1P1S1,3.6,others
In0.3Sn0.7Te1,3.595,others
La0.996Gd0.004,3.59,others
La1Ni1As1O0.88F0.12,3.59,others
Dy0.63Lu0.37Ni2B2C1,3.59,heavy-Fermion
Pb0.1999In0.2Sn0.6001Te1,3.59,others
Zr0.8Ni0.2,3.47,others
Pr1Fe1P1O1,3.586667,iron-based
Pb0.3523In0.12Sn0.5277Te1,3.58,others
Ta0.24V0.76,3.58,others
Ta0.9V0.1,3.58,others
Bi2K1,3.575,others
Tl0.9Ag0.1,3.57,others
V2Ga5,3.57,others
Zr0.73Rh0.27,3.57,others
Zr0.87Ru0.13,3.57,others
H0.69Nb0.8Pd0.2,3.56,others
La0.93Yb0.07,3.56,others
Ta0.4125Nb0.1375Rh0.45,3.56,others
Th1Os1.6Ir0.4,3.56,heavy-Fermion
Zr0.663Ti0.117Ni0.22,3.56,others
D0.85Pd1,3.558,others
Zr0.82Ru0.18,3.555,others
In1,3.549543,others
Ir0.01Na0.75H2.6Co0.99O3.3,3.54,others
Zr0.892Si0.108,3.54,others
Ta1Pt1Si1,3.54,others
Y0.7Gd0.3Rh4B4,3.54,others
Sr1,3.5375,others
Ba1Fe1.77Ni0.23As2,3.53,iron-based
Tl0.05Pb0.95,3.5275,others
Ca2Rb1Li0.46Nb3O10,3.525,others
Sc2Sr4Ni2P2O6,3.525,others
Ca2Rb1Li0.34Nb3O10,3.52,others
Pb0.5Mo0.5,3.52,others
Mo0.5Pd0.5,3.52,others
Sr1Ga1.3Si0.7,3.52,others
Ti0.72V0.18Al0.1,3.52,others
Y0.81Th0.19C2,3.52,others
Bi1.75Ba2Sb1.25,3.51,others
Ce1Bi1O0.34S2F0.9,3.51,others
In1.015Te1,3.51,others
Sc0.14Lu1.86Fe3Si5,3.51,heavy-Fermion
Y0.14Lu1.86Fe3Si5,3.51,heavy-Fermion
Na0.24H2.6Co1O3.3,3.51,others
Nd1Bi1O0.74S2F0.3,3.51,others
Y1Ru3.5Si2,3.51,others
Y1Ru3Si2,3.51,others
Ge1As1,3.5,others
Sn3As2,3.5,others
Ba0.9K0.1Fe2As2,3.5,iron-based
Pb0.75Ba1Sb0.25O3,3.5,others
Bi2.14O0.76S2F0.24,3.5,others
Bi4O4S2.85Se0.15,3.5,others
Bi4Te3,3.5,others
Ca1Ga0.74Si1.26,3.5,others
Tl0.9Cd0.1,3.5,others
Ce1Os3B2,3.5,heavy-Fermion
Ce1Ru1.97Co0.03,3.5,heavy-Fermion
Ti0.975Cr0.025,3.5,others
Ti0.973Cr0.027,3.5,others
La0.7Cu0.3,3.5,others
Dy5Os4Si15,3.5,heavy-Fermion
Hf1Ir1Si1,3.5,others
In1Te1.002,3.5,others
Ir0.77Se2,3.5,others
Y1Ir3,3.5,others
La0.8Sr0.2Ni1As1O1,3.5,others
La1Fe0.905Zn0.095As1O0.68F0.28,3.5,iron-based
La1Ru2Si2,3.5,heavy-Fermion
La3Rh2Ge2,3.5,heavy-Fermion
Li3Mo15Se19,3.5,others
Mo0.1215Ti0.8785,3.5,others
Re2Mo4Te8,3.5,others
Ta2Na0.3Sb1S5,3.5,others
Ta2Na0.4H3.6Sb1.16O1.8S5.16,3.5,others
Ba4.5Na2.9Si46,3.5,others
Nd1Mo6S8,3.5,others
Rh0.04Ti0.91Ni0.05,3.5,others
Os0.05Rh0.04Ti0.91,3.5,others
Pb0.35In0.12Sn0.53Te1,3.5,others
Pr0.8Sr0.2Fe0.925Co0.075As1O1,3.5,iron-based
Zr0.995Rh0.005,3.5,others
Ru0.05Rh0.04Ti0.91,3.5,others
Rh0.08Ti0.92,3.5,others
Ir2Rh15S15,3.5,others
Ru0.1Ti0.9,3.5,others
Tl0.9Sn0.1,3.5,others
In0.2Sn0.8Se0.3Te0.7,3.5,others
W1Sr0.2S2,3.5,others
Sr1Ga0.5Si1.5,3.5,others
Tl0.61V6S8,3.5,others
Y0.5Pr0.5Ba2Cu3O6.66,3.5,cuprate
Y0.95Ca0.05Ba2Cu2.8Zn0.2O6.74,3.5,cuprate
Y0.96Gd0.04Ru2,3.5,others
Ca1Fe0.74Co0.26As1F1,3.49,iron-based
Ti1Cu0.057Se2,3.49,others
Lu1Os2,3.49,heavy-Fermion
Ce0.5Nd0.5Bi1O0.5S2F0.5,3.48,others
W0.1H0.47Nb0.72Pd0.18,3.48,others
La1Ni0.75Cu0.25C2,3.48,others
La2.952Gd0.048In1,3.48,heavy-Fermion
Mg1Ru0.2Ni2.8C1,3.48,others
Ru0.445V0.555,3.48,others
H0.886Pd1,3.478,others
Pb1Te1,3.476667,others
Bi0.4Ba1Ti2Sb1.6O1,3.47,others
La0.9709Ce0.0291Sn3,3.47,heavy-Fermion
Nb0.75Mo0.25,3.47,others
Zr0.78Ni0.22,3.47,others
Ru0.28Cr0.72,3.468,others
Th2Cu1,3.465,heavy-Fermion
Nd1Fe1P1O1,3.465,iron-based
Ba1Fe1.952Ni0.048As2,3.463333,iron-based
Rh2Cu1Se4,3.4625,others
H0.6Nb0.8Pd0.2,3.46,others
Y0.9Dy0.1Pd2Sn1,3.46,others
Sc1Ir1P1,3.46,others
Ta0.975Re0.025,3.458,others
Cu1Al1,3.45,others
Ca1Al0.4Ga0.6Si1,3.45,others
Ta1Cu0.08S2,3.45,others
Tl0.83In0.17,3.45,others
Pb0.02In0.98,3.45,others
La0.1Nd0.9Pt2.1B2.4C1.2,3.45,heavy-Fermion
La1Ni0.8Cu0.2C2,3.45,others
Sc0.1Y0.9Ir3.6Rh0.4B4,3.45,others
Ce1Bi1O0.5S2F0.5,3.446,others
Ti2Co1,3.44,others
Ti0.54V0.36Al0.1,3.44,others
Ba1,3.4375,others
Mo0.16Ru0.64P0.2,3.43,others
Ce0.14Pr0.86Pt4Ge12,3.43,heavy-Fermion
Y0.7Th0.3C2,3.43,others
Hg0.048In0.952,3.427,others
Dy0.8Tm0.2Ni2B2C1,3.42,heavy-Fermion
Hg8K1,3.42,others
La0.98Nd0.02Pt1Si1,3.42,heavy-Fermion
Nb0.9Pd0.1,3.42,others
Hf1D1V2,3.41,others
In1.05Te1,3.41,others
Ba1Fe1.78Ni0.22As2,3.4,iron-based
Hf0.5Mo0.5C1,3.4,others
Ca1Ge3,3.4,others
La0.987Ce0.013,3.4,others
Ce1Pt0.2Ru1.8,3.4,heavy-Fermion
Ti1Cu0.065Se2,3.4,others
Cr0.05Co1.95Cu1S4,3.4,others
Cr0.02Co1.98Cu1S4,3.4,others
H0.51Nb0.8Pd0.2,3.4,others
La0.8Lu0.2,3.4,others
La1Pt1Ge1,3.4,heavy-Fermion
Mo3S1Se3,3.4,others
Pb1.14Nb2Se5.14,3.4,others
W1Rb0.1Li0.02O2.88F0.12,3.4,others
W0.05Rh0.91Ti0.4,3.4,others
Mo6Sn1Se8,3.4,others
Sr1Ga0.55Si1.45,3.4,others
Sr3Rh8B6,3.4,others
Ta0.96W0.04,3.4,others
V0.751Al0.041Sb0.208,3.4,others
Yb3Co4.3Sn12.7,3.4,heavy-Fermion
Zr1Pd2Al1,3.4,others
Hg0.004In0.996,3.396,others
Ta0.55Ir0.45,3.39,others
Ce0.93Gd0.07Ru2,3.38,heavy-Fermion
H0.61Nb0.76Pd0.24,3.38,others
Lu1Ni0.8Cu0.2B1C1,3.38,heavy-Fermion
Mg1Ni3C0.906,3.38,others
W1.75Ru1.25B2,3.38,others
Ba1Fe1.79Co0.09Zn0.12As2,3.37,iron-based
Pt2.7Li2Pd0.3B1,3.37,others
Rh0.287Ti0.573O0.14,3.37,others
W1Rh1,3.37,others
Ta0.55Rh0.45,3.37,others
Rh0.287Ti0.576O0.14,3.37,others
Ce1Bi1O0.3S2F0.7,3.366667,others
Th2Au1,3.365,heavy-Fermion
La2.7Pr0.3Se4,3.36,others
Th1In0.75Sn2.25,3.36,heavy-Fermion
Re24Al5,3.35,others
Bi2Nb0.28Se3,3.35,others
Zr3Ni1,3.35,others
Pb0.48In0.2Sn0.32Te1,3.35,others
Cd0.01In0.99,3.3445,others
Hg0.016In0.984,3.342,others
Ca1Al0.1Ga0.9Si1,3.34,others
Ce1Ir3,3.34,heavy-Fermion
Na0.3H2.6Mn0.015Co0.985O3.3,3.34,others
Pd1Sn2,3.34,others
Lu1C2,3.33,others
La0.84Tm0.16Sn3,3.33,heavy-Fermion
Th1Sn3,3.33,heavy-Fermion
Zr0.75Co0.25,3.325,others
Ta1Ni0.02S2,3.325,others
Y0.06Ce0.84Gd0.1Ru2,3.32,heavy-Fermion
Ir2Cu0.8Zn0.2S4,3.32,others
In1Sb1,3.32,others
Mo15In3Se19,3.32,others
Re0.16Zr0.84,3.32,others
Zr0.702Ti0.078Ni0.22,3.32,others
Ta0.4125Ir0.45Nb0.1375,3.315,others
V0.96Al0.04,3.31,others
La1Ni0.85Cu0.15C2,3.31,others
Pb0.16In0.2Sn0.64Te1,3.31,others
Ba8Ga6Si40,3.3,others
W0.26C0.74Si1,3.3,others
Ir1Ca1Si3,3.3,others
Pb19Ca4Rh6,3.3,others
Ti1Fe0.5Co0.5,3.3,others
Zr0.85Co0.15,3.3,others
V0.901Cr0.099,3.3,others
U6Cr0.2Fe0.8,3.3,heavy-Fermion
Ru3Cr1,3.3,others
Ru1Cr3,3.3,others
W1Cs0.1Li0.05O2.85F0.15,3.3,others
Cu0.5Ge0.5,3.3,others
Ir2Cu0.75Zn0.25S4,3.3,others
Ir2Cu0.78Zn0.22S4,3.3,others
Ge0.3Sb0.7,3.3,others
In2O3,3.3,others
La0.95Pr0.05Pb3,3.3,heavy-Fermion
La1.78Sr0.22Cu0.97Zn0.03O4,3.3,cuprate
Lu1Ni0.9Cu0.1B1C1,3.3,heavy-Fermion
Mo0.05Rh0.04Ti0.91,3.3,others
Mo3S2Se2,3.3,others
Th1N1,3.3,heavy-Fermion
Nb1S1.06,3.3,others
Ta2Pb1.14S5.14,3.3,others
In0.2Sn0.8Se0.05Te0.95,3.3,others
Th0.2Zr0.8,3.3,others
Y0.9Fe0.1B6,3.3,others
Y1Pt0.5Ge1.5,3.3,others
Y2Pd1Si0.5Ge2.5,3.3,others
La1Bi1O0.5Se2F0.5,3.296,others
Cd0.02In0.98,3.2945,others
La1Ru4Sb12,3.293333,heavy-Fermion
V0.98Ni0.02,3.29,others
V0.98Sb0.02,3.29,others
Ba1Ni2P0.154As1.846,3.28,others
V0.983Co0.017,3.28,others
Hg3Zr1,3.28,others
La0.91Lu0.09,3.28,others
Cd0.03In0.97,3.2755,others
Bi2Nb0.25Se3,3.275,others
Bi1Ru1,3.273333,others
Ba1Ni2P0.184As1.816,3.27,others
Os2Cs1O6,3.27,others
Hf4K1,3.27,others
Hg4K1,3.27,others
La0.97Nd0.03Pt1Si1,3.27,heavy-Fermion
Cu0.5Sn0.5,3.26,others
Ta0.92H0.08,3.26,others
Pd0.07Ti0.93,3.26,others
Cd0.04In0.96,3.2595,others
Ce0.6Nd0.4Bi1O0.3S2F0.7,3.256,others
La0.6Sm0.4Bi1O0.5S2F0.5,3.255,others
Ce0.6Nd0.4Bi1O0.7S2F0.7,3.25,others
La1Pd0.8Sb2,3.25,heavy-Fermion
Mo0.1Ti0.9,3.25,others
W1Rb0.23O3,3.25,others
Y1Se1,3.25,others
Ta0.07Zr0.93,3.25,others
Y2C2Cl1.5Br0.5,3.25,others
Ba1Ni2P0.208As1.792,3.24,others
Ca1Al0.2Ga0.8Si1,3.24,others
Tb0.25Dy0.75Ni2B2C1,3.24,heavy-Fermion
La1Ni0.9Cu0.1C2,3.24,others
Y0.98Gd0.02Pd2Sn1,3.24,others
Pt0.07Sr1Pd1.93Ge2,3.24,others
Na0.26H2.6Co1O3.3,3.236667,others
La0.68Al0.32,3.23,others
La0.98Gd0.02Ru2,3.23,heavy-Fermion
La1Al2,3.23,heavy-Fermion
La1Pt0.9Ni0.1Si1,3.23,heavy-Fermion
Pt0.08Sr1Pd1.92Ge2,3.23,others
Tl0.2In0.8,3.223,others
Pt0.06Sr1Pd1.94Ge2,3.22,others
Th1Os1.2Ir0.8,3.22,heavy-Fermion
Zr0.624Ti0.156Ni0.22,3.215,others
Zr0.868Si0.132,3.21,others
Y0.5Lu0.5Ir4B4,3.21,others
La1.85Sr0.15Cu0.96Ni0.04O4,3.2005,cuprate
La0.67Au0.33,3.2,others
Ba1Ag0.2Si1.8,3.2,others
Ba1Ag0.3Si1.7,3.2,others
Au0.3Ba1Si1.7,3.2,others
Ir8Ba4Ge28,3.2,others
Bi2.13O0.83S2F0.17,3.2,others
Ir1Mo3C1,3.2,others
Ca1Cu0.25Si1.7,3.2,others
Ti1Cu0.1Se2,3.2,others
Bi2Cu0.29Se3,3.2,others
W1H1.33N0.33O3,3.2,others
Hf1Os1As1,3.2,others
Mg2In1,3.2,others
Ir0.53Rh0.42Te2,3.2,others
Ba4.9K2.9Si46,3.2,others
La0.9997Ce0.0003Pt1Si1,3.2,heavy-Fermion
La1Os4As12,3.2,heavy-Fermion
La3Pr0.6In1,3.2,heavy-Fermion
Sc0.1Lu1.9Ir3Si5,3.2,heavy-Fermion
Lu1Ni1B0.8C1.2,3.2,heavy-Fermion
Lu4Ir6Sn19,3.2,heavy-Fermion
Pb0.445In0.13Sn0.445Te1,3.2,others
Pb1Mo6S4Se4,3.2,others
Y0.25Hf0.75Pd2Al1,3.2,others
Pt0.25V0.75,3.2,others
Sc4Rh6Sn19,3.2,others
Tb5Os4Si15,3.2,heavy-Fermion
Tm1Co0.18Ni1.91B2C1,3.2,heavy-Fermion
Y4Rh6Sn19,3.2,others
Hf1Zr1As1,3.2,others
La0.25Ce0.75Ru2,3.196,heavy-Fermion
Hf1Ru1As1,3.193333,others
Re7B3,3.19,others
Ir0.03Zr0.97,3.19,others
Tl2.4Pb0.6Ca1,3.18,others
Hg3K1,3.18,others
Tl0.22In0.78,3.18,others
Nb2Pd1S4.25Se0.75,3.18,others
Bi3Rh1,3.175,others
Sr1Ga0.7Si1.3,3.17,others
V0.975Sn0.025,3.16,others
Pt0.04Sr1Pd1.96Ge2,3.16,others
Th1Os0.8Ir1.2,3.16,heavy-Fermion
Zr2Co0.5Ni0.5,3.155,others
La1Ni0.95Cu0.05C2,3.15,others
La3Ru8B6,3.15,heavy-Fermion
Nb1Ni2Sn1,3.15,others
Sr1Pd1.8Ni0.2Ge2,3.15,others
Ta1Ru1Si1,3.15,others
Y0.9Ca0.1C2,3.15,others
Ce0.8Nd0.2Bi1O0.3S2F0.7,3.145,others
Ba0.95Na0.05Ti2Sb2O1,3.14,others
Y3.6Tm1.4Rh6Sn18,3.14,heavy-Fermion
Y5Rh6Sn18,3.14,others
Cd1Ni3C1,3.133333,others
Th1Pt5,3.13,heavy-Fermion
Sr1Fe2P1.2As0.8,3.13,iron-based
La0.98Tb0.006Lu0.014,3.127,others
Y2Pd1Ge3,3.125,others
Ba8Si28Ge18,3.12,others
Zr0.72Co0.28,3.12,others
Re0.26Cr0.74,3.12,others
H0.59Nb0.72Pd0.28,3.12,others
Tl0.9In0.1,3.12,others
La1Ru2.925Fe0.075Si2,3.12,heavy-Fermion
Ru0.475V0.525,3.12,others
Mo5Zn1S6,3.12,others
Zr0.76Ni0.24,3.115,others
La0.7Sm0.3Bi1O0.5S2F0.5,3.11,others
Ta1Pb1S3,3.11,others
Zr0.73Ru0.27,3.11,others
Pb0.1677In0.16Sn0.6723Te1,3.11,others
Be1,3.1065,others
La1Fe1P0.2As0.8O1,3.103333,iron-based
Hf1B1,3.1,others
Zr1B1,3.1,others
Ca1Cu0.25Si1.75,3.1,others
Sc0.97Cr0.03,3.1,others
Dy1Co0.02Ni1.99B2C1,3.1,heavy-Fermion
Er1Co0.1Ni1.9B2C1,3.1,heavy-Fermion
Pd0.4Ge0.6,3.1,others
Y0.25La0.75Bi1O0.5S2F0.5,3.1,others
La1Bi1O0.77S2F0.3,3.1,others
La1Ir1As1,3.1,heavy-Fermion
La3Rh4Sn13,3.1,heavy-Fermion
Sc0.08Lu1.92Ir3Si5,3.1,heavy-Fermion
Lu2Ir2.7Rh0.3Si5,3.1,heavy-Fermion
Zr1Ni0.05Te3,3.1,others
Zr0.73Ni0.27,3.1,others
Zr1Pd2In1,3.1,others
W1Rb0.1Li0.05O2.85F0.15,3.1,others
La0.45Bi1Sr0.55S2F1,3.1,others
Th1Ir0.2Ru1.8,3.1,heavy-Fermion
Ti2In1C1,3.1,others
Bi2Cu0.4Se3,3.09,others
Nb1Sn1Se3,3.09,others
Sc0.3Y0.7Ir3.6Rh0.4B4,3.09,others
Ti0.975Fe0.025,3.08,others
Lu1Ir2Rh2B4,3.08,heavy-Fermion
Pa0.85Mo0.15,3.08,others
Ta1Pb1.13S3.13,3.08,others
Pd0.19Ti0.81,3.08,others
La1Fe4P12,3.075,others
Os1Be2,3.07,others
Ir0.97Pt0.03Te2,3.07,others
Pt2.52Li2Pd0.48B1,3.07,others
Nb0.45Rh0.55,3.07,others
Nb0.9Rh1.1,3.07,others
Y0.4Lu0.6Ir4B4,3.07,heavy-Fermion
Y0.15La0.85,3.06,others
Zr0.84Ni0.16,3.06,others
Zr0.79Ni0.21,3.06,others
Y0.25Tm0.75Pd2Sn1,3.06,heavy-Fermion
Y0.6Lu0.4Ir4B4,3.06,others
Mo1Ge2,3.055,others
Bi2Sr0.15Se3,3.055,others
Ta0.25Mo1.75B1,3.05,others
Ta1Cu0.01S2,3.05,others
H0.46Nb0.69Pd0.31,3.05,others
Hg4Na1,3.05,others
Mo0.0905Ti0.9095,3.05,others
W1Na0.2O3,3.05,others
Nb0.5Ti0.25Sb0.25,3.05,others
Lu1Pd2Sn1,3.05,heavy-Fermion
Ru7B3,3.05,others
La0.9Th0.9Ru2,3.05,heavy-Fermion
U6Fe0.5Co0.5,3.05,others
Ir0.01Co1.99Cu1S4,3.04,others
La0.96Nd0.04Pt1Si1,3.04,heavy-Fermion
Ta1S0.4Se1.6,3.04,others
Y0.2Lu0.8Ir4B4,3.04,heavy-Fermion
In0.2Sn0.8Te1,3.035,others
La0.9647Ce0.0333Sn3,3.03,heavy-Fermion
La2Sb1,3.025,heavy-Fermion
Cd1Ge1As2,3.02,others
Ba1Cu0.2Si1.8,3.02,others
Sc1Au2In1,3.02,others
W0.75Os0.25,3.02,others
